"","orig_url","domain"
"232","https://t.co/uJrIaIVqln","domain_4"
"233","https://t.co/v8AfTD9zeZ","domain_14"
"234","https://t.co/ki1yKrs9fi","domain_4"
"235","https://t.co/lfKMTZaEkk","domain_4"
"236","https://t.co/3tY4mGm","domain_4"
"237","https://t.co/qoUXIgdtbZ","domain_72"
"238","https://t.co/ypbVS1IJya","domain_33"
"239","https://t.co/9dFLv6ynqr","domain_2"
"240","https://t.co/CULU2OwIUc","domain_73"
"241","https://t.co/qyCw5JJaj1","domain_74"
"242","https://t.co/a2e6dcsk88","domain_75"
"243","https://t.co/uCSUDk3q1d","domain_2"
"244","https://t.co/gBxafy1m1C","domain_76"
"245","https://t.co/8HGcBXUkz0","domain_77"
"246","https://t.co/4kopkCyvTt","domain_2"
"247","https://t.co/xUOh3sJNXF","domain_20"
"248","https://t.co/hkBxxvd9Iw","domain_78"
"249","https://t.co/VPQTGeQLmA","domain_33"
"250","https://t.co/sTfTjCrjEa","domain_79"
"251","https://t.co/4aRWwRZPsr","domain_4"
"252","https://t.co/mkJQ9yfMP8","domain_2"
"253","https://t.co/lfKMTZaEkk","domain_4"
"254","https://t.co/vHCXTvCINr","domain_74"
"255","https://t.co/NVfKzv5FEx","domain_80"
"256","https://t.co/4i0Rjc9RQU","domain_4"
"257","https://t.co/5GFhfCIjrF","domain_76"
"258","https://t.co/o91f3cYy0R","domain_81"
"259","https://t.co/q2eBlOKeVE","domain_82"
"260","https://t.co/eNCmhz6y34","domain_81"
"261","https://t.co/J6WsePTXgA","domain_82"
"262","https://t.co/qWgIwC9w7Z","domain_81"
"263","https://t.co/thoYhrHkfJ","domain_82"
"264","https://t.co/WvJ39a3BGM","domain_81"
"265","https://t.co/thoYhrHkfJ","domain_82"
"266","https://t.co/WvJ39a3BGM","domain_81"
"267","https://t.co/q2eBlOKeVE","domain_82"
"268","https://t.co/eNCmhz6y34","domain_81"
"269","https://t.co/q2eBlOKeVE","domain_82"
"270","https://t.co/eNCmhz6y34","domain_81"
"271","https://t.co/zZ0cEwEw64","domain_2"
"272","https://t.co/k6OzC4wFQd","domain_33"
"273","https://t.co/H2ZC4nTdZN","domain_2"
"274","https://t.co/thoYhrHkfJ","domain_82"
"275","https://t.co/WvJ39a3BGM","domain_81"
"276","https://t.co/EFC3896Qgr","domain_82"
"277","https://t.co/aSpwke1YnK","domain_81"
"278","https://t.co/nnMQlz91o9","domain_82"
"279","https://t.co/o91f3cYy0R","domain_81"
"280","https://t.co/Kgtxnnbj7y","domain_82"
"281","https://t.co/KaCCPk85wf","domain_83"
"282","https://t.co/NniXodHIGc","domain_2"
"283","https://t.co/q6VCJaTfjx","domain_2"
"284","https://t.co/m1cpEw7kbh","domain_2"
"285","https://t.co/q2eBlOKeVE","domain_82"
"286","https://t.co/eNCmhz6y34","domain_81"
"287","https://t.co/80EBvglmrA","domain_2"
"288","https://t.co/q2eBlOKeVE","domain_82"
"289","https://t.co/eNCmhz6y34","domain_81"
"290","https://t.co/yFy3nkkcoH","domain_2"
"291","https://t.co/KNEhVvOHVK","domain_2"
"292","https://t.co/WJLJq3yA4g","domain_2"
"293","https://t.co/qcHV3JqOVK","domain_82"
"294","https://t.co/gc0uDfnFgg","domain_81"
"295","https://t.co/nnMQlz91o9","domain_82"
"296","https://t.co/o91f3cYy0R","domain_81"
"297","https://t.co/q2eBlOKeVE","domain_82"
"298","https://t.co/eNCmhz6y34","domain_81"
"299","https://t.co/Ir9c545rZy","domain_2"
"300","https://t.co/y9WvqKGbBI","domain_82"
"301","https://t.co/S5F9FcOmp8","domain_81"
"302","https://t.co/0wbEcdMHQo","domain_84"
"303","https://t.co/F9j3l2Yjl4","domain_33"
"304","https://t.co/mwwWOWCayO","domain_2"
"305","https://t.co/q2eBlOKeVE","domain_82"
"306","https://t.co/eNCmhz6y34","domain_81"
"307","https://t.co/nnMQlz91o9","domain_82"
"308","https://t.co/o91f3cYy0R","domain_81"
"309","https://t.co/thoYhrHkfJ","domain_82"
"310","https://t.co/WvJ39a3BGM","domain_81"
"311","https://t.co/q2eBlOKeVE","domain_82"
"312","https://t.co/eNCmhz6y34","domain_81"
"313","https://t.co/nnMQlz91o9","domain_82"
"314","https://t.co/o91f3cYy0R","domain_81"
"315","https://t.co/q2eBlOKeVE","domain_82"
"316","https://t.co/eNCmhz6y34","domain_81"
"317","https://t.co/thoYhrHkfJ","domain_82"
"318","https://t.co/WvJ39a3BGM","domain_81"
"319","https://t.co/vdUKcV7YJy","domain_85"
"320","https://t.co/uuAAsb394n","domain_14"
"321","https://t.co/KTKG2sDhHl","domain_2"
"322","https://t.co/q2eBlOKeVE","domain_82"
"323","https://t.co/eNCmhz6y34","domain_81"
"324","https://t.co/yAZjE5OwVk","domain_2"
"325","https://t.co/q2eBlOKeVE","domain_82"
"326","https://t.co/eNCmhz6y34","domain_81"
"327","https://t.co/iMHFdaOWRd","domain_82"
"328","https://t.co/4fTZJk94Dt","domain_81"
"329","https://t.co/qcHV3JqOVK","domain_82"
"330","https://t.co/gc0uDfnFgg","domain_81"
"331","https://t.co/iEksNFSbY7","domain_86"
"332","https://t.co/VWCf3slkrW","domain_2"
"333","https://t.co/z8tlcAdKOw","domain_35"
"334","https://t.co/Qbs2k01WzK","domain_87"
"335","https://t.co/mvLZIYsGLL","domain_2"
"336","https://t.co/bvCKd9pdTi","domain_32"
"337","https://t.co/92F4nKxjIu","domain_2"
"338","https://t.co/KTKDrGVHgX","domain_88"
"339","https://t.co/66oBQmxImb","domain_89"
"340","https://t.co/WbCtkGGTY9","domain_88"
"341","https://t.co/uAVFRtlfs4","domain_90"
"342","https://t.co/LvtP5MHjaG","domain_2"
"343","https://t.co/eUk7lKS11r","domain_2"
"344","https://t.co/2Y9dnP5vtg","domain_91"
"345","https://t.co/6XuL6DCOsh","domain_92"
"346","https://t.co/zcXmQoKtZ1","domain_93"
"347","https://t.co/UBFr1URAFc","domain_91"
"348","https://t.co/w6ZbWryqjC","domain_2"
"349","https://t.co/bzCmzM7bi5","domain_94"
"350","https://t.co/LBQldyKgdp","domain_94"
"351","https://t.co/1ElreH1jLJ","domain_95"
"352","https://t.co/WR48AQTUm7","domain_96"
"353","https://t.co/vQzRUTHRNU","domain_2"
"354","https://t.co/wpDvT31sne","domain_2"
"355","https://t.co/jbpgkGOwSi","domain_2"
"356","https://t.co/HNGDdBhewa","domain_97"
"357","https://t.co/BNhtxAEZMM","domain_2"
"358","https://t.co/28t3NWHdKy","domain_2"
"359","https://t.co/HDKd9J2lw0","domain_98"
"360","https://t.co/Dty4t75CGu","domain_99"
"361","https://t.co/MjxbygejyL","domain_2"
"362","https://t.co/g0o9wiAgHu","domain_100"
"363","https://t.co/Nr7usT3uh8","domain_101"
"364","https://t.co/ulr6MyklnH","domain_4"
"365","https://t.co/rozs6aumsS","domain_102"
"366","https://t.co/jCFEhrHLq8","domain_91"
"367","https://t.co/2Z2HTDjQZD","domain_103"
"368","https://t.co/QxH1H61cwD","domain_104"
"369","https://t.co/emsXyWp5s5","domain_35"
"370","https://t.co/wMHy47xkiL","domain_105"
"371","https://t.co/Gj4SSEhk1D","domain_106"
"372","https://t.co/Y8IcF89H6w","domain_107"
"373","https://t.co/t9MSnZV1Kb","domain_2"
"374","https://t.co/3huhZxliiG","domain_108"
"375","https://t.co/Rptouz2iJs","domain_109"
"376","https://t.co/qi8QDw5dFG","domain_110"
"377","https://t.co/H6PM1W7elL","domain_111"
"378","https://t.co/3GVUS8NPpy","domain_112"
"379","https://t.co/hzzADcnhFF","domain_2"
"380","https://t.co/t7TG3nRBje","domain_2"
"381","https://t.co/npovfR4rGo","domain_2"
"382","https://t.co/dWBC1dUvdk","domain_2"
"383","https://t.co/GTSbvveF","domain_113"
"384","https://t.co/CvkQiGr1AZ","domain_2"
"385","https://t.co/chkP0GfyNJ","domain_2"
"386","https://t.co/mXZ7yX8ld1","domain_114"
"387","https://t.co/PuVOZi3Pa3","domain_115"
"388","https://t.co/4cw6Nmmw1O","domain_2"
"389","https://t.co/rfvjh58eF2","domain_2"
"390","https://t.co/uHfM1r3Tq5","domain_2"
"391","https://t.co/QulgaKebHB","domain_2"
"392","https://t.co/quNxocXCgA","domain_2"
"393","https://t.co/wkZIYnyyrY","domain_2"
"394","https://t.co/cvjCidgEZ7","domain_2"
"395","https://t.co/ykWKx0QKtX","domain_2"
"396","https://t.co/WdvxjsQwic","domain_116"
"397","https://t.co/iCrZi5TqC5","domain_2"
"398","https://t.co/ONxhKfHn2a","domain_2"
"399","https://t.co/VxZhZsAlra","domain_2"
"400","https://t.co/HmXWRkbLS0","domain_2"
"401","https://t.co/bkDGCfsuiQ","domain_2"
"402","https://t.co/PEmYHD3Nfz","domain_2"
"403","https://t.co/gPGTAfMKt0","domain_2"
"404","https://t.co/nruzhR5XQu","domain_2"
"405","https://t.co/3W6seA9tuv","domain_4"
"406","https://t.co/zaRBwep9LD","domain_2"
"407","https://t.co/jDDNhmrmMJ","domain_117"
"408","https://t.co/wedWyn9kfS","domain_4"
"409","https://t.co/7SPyDy1csc","domain_4"
"410","https://t.co/MctJnZX4H8","domain_2"
"411","https://t.co/ZYRZX6dfki","domain_2"
"412","https://t.co/GJCAAnfCYk","domain_2"
"413","https://t.co/ofECs6tcvC","domain_2"
"414","https://t.co/LU7dgOwtyl","domain_4"
"415","https://t.co/Q3mGYRDHSF","domain_27"
"416","https://t.co/K0Y7xFxmXA","domain_118"
"417","https://t.co/qZQc8WWwcN","domain_119"
"418","https://t.co/cM8UnI1mRG","domain_119"
"419","https://t.co/wvExJjRG6E","domain_120"
"420","https://t.co/YLLQJljiIQ","domain_121"
"421","https://t.co/zAHNEwJrI8","domain_119"
"422","https://t.co/Ba2rRXUgsG","domain_2"
"423","https://t.co/SHrhkfj1bC","domain_119"
"424","https://t.co/gvXXidHOlF","domain_121"
"425","https://t.co/R33nCvjovC","domain_121"
"426","https://t.co/5uKOHk7SoB","domain_2"
"427","https://t.co/gAN14PW9TG","domain_119"
"428","https://t.co/5n4hUsewLy","domain_122"
"429","https://t.co/c0p3SEsqWm","domain_119"
"430","https://t.co/tkeOAeDQKq","domain_123"
"431","https://t.co/MqbYrAvK6h","domain_119"
"432","https://t.co/S4SiCMYRmH","domain_119"
"433","https://t.co/ZQqJrQsbJm","domain_124"
"434","https://t.co/hrqCJdovJZ","domain_119"
"435","https://t.co/xFHh2XF9Ga","domain_2"
"436","https://t.co/XO2ZbPBJB3","domain_4"
"437","https://t.co/qzizElxbyr","domain_2"
"438","https://t.co/FHgkYxffu5","domain_2"
"439","https://t.co/zckJWAcRCs","domain_125"
"440","https://t.co/iirWFZMKHO","domain_2"
"441","https://t.co/UdKeSJ01mL","domain_2"
"442","https://t.co/P6GqmCTgLj","domain_2"
"443","https://t.co/PdEHd1tCpk","domain_4"
"444","https://t.co/yC9tywuzQm","domain_4"
"445","https://t.co/aE9cPIexAK","domain_2"
"446","https://t.co/CyXbrZXWq4","domain_2"
"447","https://t.co/sk3l74FLzZ","domain_2"
"448","https://t.co/nbizaTlsmV","domain_126"
"449","https://t.co/N95IGskd3p","domain_4"
"450","https://t.co/MsdizftZ2g","domain_127"
"451","https://t.co/Q8rEoEVluE","domain_128"
"452","https://t.co/3oP6G7ovzO","domain_2"
"453","https://t.co/Cht5w3znIK","domain_26"
"454","https://t.co/uUNGRqoUgn","domain_2"
"455","https://t.co/xrEuoNzzbi","domain_13"
"456","https://t.co/WKv8VqVkT6","domain_129"
"457","https://t.co/9rFo9GY3nE","domain_130"
"458","https://t.co/NR1I8Qnao1","domain_14"
"459","https://t.co/IU9baFDXeY","domain_33"
"460","https://t.co/AphqU5SvET","domain_2"
"461","https://t.co/m96KbQwiOr","domain_33"
"462","https://t.co/wrJR846fKS","domain_2"
"463","https://t.co/g7S34Sw2aM","domain_131"
"464","https://t.co/C8b6DdiQIg","domain_56"
"465","https://t.co/OSUoIVNiGO","domain_13"
"466","https://t.co/lUm4l65alz","domain_132"
"467","https://t.co/2wzHj0lNa6","domain_13"
"468","https://t.co/bX6cwRt8M7","domain_13"
"469","https://t.co/N6AhgfMUDt","domain_133"
"470","https://t.co/d1F7wi7FMr","domain_134"
"471","https://t.co/QYzpB1gKmR","domain_135"
"472","https://t.co/4ddMTguZzS","domain_2"
"473","https://t.co/AVzsYIe1nT","domain_136"
"474","https://t.co/Fd5od5PfCF","domain_14"
"475","https://t.co/2WUpSDttVi","domain_132"
"476","https://t.co/lI8wi1kuMY","domain_137"
"477","https://t.co/0BtnIwAgt1","domain_138"
"478","https://t.co/hHZY3oqeLa","domain_2"
"479","https://t.co/51pfEIlPNK","domain_13"
"480","https://t.co/k5KnNwugwT","domain_2"
"481","https://t.co/d5RrrwHjpN","domain_13"
"482","https://t.co/EeVQj37Ndg","domain_2"
"483","https://t.co/DEfJ7XeKgX","domain_139"
"484","https://t.co/UQKX5VbiuM","domain_4"
"485","https://t.co/djIHN95YnB","domain_140"
"486","https://t.co/LVoqPgkLI7","domain_2"
"487","https://t.co/rrZbZGO48N","domain_2"
"488","https://t.co/oLG09Kb6HA","domain_141"
"489","https://t.co/wYOKt0ftRw","domain_142"
"490","https://t.co/XZLRWC0PIK","domain_143"
"491","https://t.co/O5xlxMkoYq","domain_2"
"492","https://t.co/QP65iO4AvC","domain_123"
"493","https://t.co/qRnyme33TC","domain_142"
"494","https://t.co/KKSgHsblFH","domain_2"
"495","https://t.co/7LE5GQ2Psx","domain_14"
"496","https://t.co/ETkd58Un8n","domain_142"
"497","https://t.co/LRelVrm06w","domain_142"
"498","https://t.co/T8Sv2ai7sW","domain_144"
"499","https://t.co/ZDwmKQEYBn","domain_145"
"500","https://t.co/if62SdXVp7","domain_2"
"501","https://t.co/gAAE0nO5du","domain_2"
"502","https://t.co/UjYfRT77eJ","domain_2"
"503","https://t.co/ucy5fEA9yu","domain_146"
"504","https://t.co/dnwwo1YbRK","domain_146"
"505","https://t.co/pjLDA9HD5v","domain_147"
"506","https://t.co/3wNjaUaR7w","domain_2"
"507","https://t.co/kVZuxdL4ij","domain_20"
"508","https://t.co/OuGM0yxQMo","domain_2"
"509","https://t.co/MgR809yc5a","domain_2"
"510","https://t.co/hu5CmoupUM","domain_148"
"511","https://t.co/gkNRP0e8Qs","domain_149"
"512","https://t.co/ZNTg2wndmJ","domain_2"
"513","https://t.co/JLRw0Oi9ee","domain_2"
"514","https://t.co/4yu5Sy1Cui","domain_150"
"515","https://t.co/mzmxMyklXv","domain_2"
"516","https://t.co/gJBAInQWN9","domain_2"
"517","https://t.co/jPhgpL1c5x","domain_2"
"518","https://t.co/u5ELKCA4CW","domain_2"
"519","https://t.co/tsGKlZZS0C","domain_2"
"520","https://t.co/Fhb99ciCeT","domain_2"
"521","https://t.co/v2Etl8P9eQ","domain_151"
"522","https://t.co/NLnyzeljbw","domain_2"
"523","https://t.co/zB6GZJLgkl","domain_27"
"524","https://t.co/66YVulIZbk","domain_2"
"525","https://t.co/rpV4MQSCQA","domain_2"
"526","https://t.co/JrjEiBUGsE","domain_2"
"527","https://t.co/Zk69uGXMT8","domain_152"
"528","https://t.co/LnpsCaDaXr","domain_13"
"529","https://t.co/jRKGYl7Te5","domain_2"
"530","https://t.co/zvGrM5PGZa","domain_2"
"531","https://t.co/CIyty0FgpR","domain_2"
"532","https://t.co/HvwkJQXXyT","domain_153"
"533","https://t.co/J9LPdRXCDE","domain_153"
"534","https://t.co/VnNi3zzuZ6","domain_13"
"535","https://t.co/X5dwKElReo","domain_2"
"536","https://t.co/Kv5L4PPXfG","domain_154"
"537","https://t.co/LUigmHMa1i","domain_2"
"538","https://t.co/RVczMimfVx","domain_2"
"539","https://t.co/qaYGdzI9jQ","domain_153"
"540","https://t.co/FPjLwOXKlg","domain_105"
"541","https://t.co/vRptHvPymt","domain_155"
"542","https://t.co/NkKvknBvOz","domain_2"
"543","https://t.co/l0pmmtZLwP","domain_20"
"544","https://t.co/pNheTk8a0f","domain_156"
"545","https://t.co/0NVdzxQ2HF","domain_2"
